id,college_whynot,college_excited,college_challenge,gender_cat,so_cat,race_assn,parent_edu,primary_english,where_college
R_1mPdRzAACC4XdrI,,I’M EXCITED TO RECEIVE THE EDUCATION I NEED TO SUCCEED IN THE FUTURE.,I THINK MY BIGGEST CHALLENGE WILL BE EXPENSES.,nonbinary,bisexual/pansexual/omnisexual,White/Non-Hispanic,Bachelor's degree,Yes,California State University (CSU)
R_2dfQdZ18RPGtnyk,,"I CAN HAVE NEW CLASSES, MEET NEW PEOPLE THERE",TO MAKE FRIENDS IN COLLEGE,cis woman,straight/heterosexual ,Asian,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",No,California Community College (CCC)
R_DhN52TzXMZyltjr,,THE EXPERIENCE IN GENERAL. I AM HAPPY WITH MY CLASSES AND I AM LOOKING FORWARD TO MY ARCHEOLOGY CLASS THAT I AM CURRENTLY ENROLLED IN.,THE ASSIGNMENTS THAT WILL BE PROVIDED FOR ME.,cis man,straight/heterosexual ,Hispanic/Latinx,"Some college, no college degree",No,California Community College (CCC)
R_31EG86wLCxahlvQ,,"I AM EXCITED TO BUILD EXPERIENCE THAT I HAVE NEVER HAD BEFORE, MEET NEW PEOPLE, AND LEARN NEW SKILLS IN CLASS AND IN SOCIAL LIFE.","I DID MOST OF MY SCHOOLING ONLINE UP UNTIL THIS POINT, SO IT WILL BE A SOLID TRANSITION GOING BACK TO IN PERSON SCHOOL. HOWEVER, I THINK IT WILL MAKE ME A MORE WELL ROUNDED PERSON OVERALL.",cis man,straight/heterosexual ,Asian,Bachelor's degree,Yes,University of California (UC)
R_1P5iM7dpO4nyelm,,"STARTING FRESH, MAKING FRIENDS AND GROWING AS A PERSON","NOT PROCRASTINATING, AND FEELING LIKE I FAILED",cis woman,gay or lesbian,Black/African American,Don't know,Yes,California State University (CSU)
R_1HqIHUoVzauptUE,,LIVING BY MYSELF ABLE TO CREATE A NEW ROUTINE AND SCHEDULE. ALSO THE ABILITY TO “START FRESH” MEETING NEW PEOPLE AND NOT HAVING PREVIOUS ACCUSATIONS OTHERS HAVE ABOUT ME.,BALANCE,cis woman,straight/heterosexual ,Hispanic/Latinx,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,Private four-year college/university in California
R_9Moxry3fp4upxM5,,"THE MANY LEARNING EXPERIENCES AND OPPORTUNITIES I WILL HAVE THROUGHOUT MY WHOLE YEAR, IT GIVES ME A CHANCE TO FIGURE OUT WHAT I REALLY WANT TO DO AFTER STUDYING FOR SO LONG. IT’LL GIVE ME A CHANCE TO BUILD MYSELF UP TO WHO I SHOULD BE.","FOCUSING AND TIME MANAGEMENT, IT’LL MAKE ME START PRACTICING DAILY ROUTINE ACTIVITIES AND MAKING SURE I NOTE DOWN IMPORTANT THOUGHTS/WORK.",cis man,straight/heterosexual ,Hispanic/Latinx,Did not complete high school,No,California Community College (CCC)
R_3IWaiIJt43jumdr,,I AM EXCITED TO LEARN ABOUT DIFFERENT PROFESSIONS AND TO GET TO KNOW NEW PEOPLE,I THINK MY BIGGEST CHALLENGE WILL BE MY ENGLISH CLASS,cis man,straight/heterosexual ,Hispanic/Latinx,Did not complete high school,No,California Community College (CCC)
R_3jdjc64tqSdOzMR,,THE EXPERIENCE AND BEING ABLE TO START FRESH AND GROW THROUGH THE PROCESS,,cis woman,straight/heterosexual ,Hispanic/Latinx,"Some college, no college degree",No,California State University (CSU)
R_DeZVVXVM3nMVjWh,,"I’M EXCITED ABOUT THE INDEPENDENCE, NEW ENVIRONMENT, AND THE UNIQUE OPPORTUNITIES I’LL GET AT A LOW COST AND WITH OPEN ARMS!",ACADEMICS?,cis woman,prefer not to say,Asian,High school diploma,Yes,University of California (UC)
R_2wAY1u2ISUVMKeb,,GETTING CERTIFIED TO GET MONEY,,cis woman,straight/heterosexual ,Hispanic/Latinx,Did not complete high school,Yes,"Vocational, technical, or career college in California"
R_bHrVorFJeraT6EN,,THE EXPERIENCE,ADJUSTING TO THE ATMOSPHERE AND CLASSES,cis woman,straight/heterosexual ,Hispanic/Latinx,Associate degree,Yes,California Community College (CCC)
R_ROWrSmaPKbiBz5D,,I AM EXCITED TO BE IN AN ENVIRONMENT WHERE I KNOW MANY OTHER PEOPLE HAVE THE SAME INTEREST AS ME. I AM EXCITED TO MEET NEW PEOPLE AND TO CREATE BEAUTIFUL MEMORIES.,I BELIEVE MY BIGGEST CHALLENGE I'LL FACE IN COLLEGE IS STUDYING. I WASN'T A GREAT STUDIER IN HIGH SCHOOL AND I'M SCARED THAT MY POOR STUDY HABITS WILL AFFECT MY GRADES.,cis woman,straight/heterosexual ,Hispanic/Latinx,Did not complete high school,No,California State University (CSU)
R_3CQxFsAQbYKw2oy,,NOVELTY OF A DIFFERENT ENVIRONMENT,TIME MANAGEMENT,cis woman,asexual/aromantic/demisexual,Asian,"Some college, no college degree",No,California State University (CSU)
R_1KuIgc6wRqSdIcv,,,TIME MANAGEMENT,cis woman,prefer not to say,Hispanic/Latinx,High school diploma,Yes,California State University (CSU)
R_2rjsVqnjWw7BDAb,,I'M EXCITED THE MOST TO SEE WHAT I'M GETTING INTO FOR MY COMPUTER ENGINEERING MAJOR AND TO SEE THE KIND OF PEOPLE I'LL BE AROUND AND HOPING FOR A GREAT COMMUNITY TO BUILD OFF OF.,"THE BIGGEST CHALLENGE FOR ME IS COMPLETING AND GETTING GOOD GRADES IN THE CLASSES I HAVE TO TAKE FOR MY ENGINEERING MAJOR. IT WON'T BE EASY AND WILL SIGNIFICANTLY IMPACT MY MENTAL HEALTH, BUT I HAVE TO STAY STRONG AND PUSH THROUGH.",cis man,straight/heterosexual ,Hispanic/Latinx,"Some college, no college degree",Yes,California State University (CSU)
R_5gsXtUtV6rr9hWF,,HAVING MORE INDEPENDENCE AND FREEDOM.,"HAVING THE MOTIVATION TO FINISH COLLEGE, NOT PROCRASTINATING.",cis woman,straight/heterosexual ,Hispanic/Latinx,Did not complete high school,No,California State University (CSU)
R_3CKkrFBfkHg59BF,,TO LEARN MORE ABOUT A SPECIFIC SUBJECT FOR 4 YEARS.,"DEFINITELY MONEY AND USING THE BATHROOM BECAUSE I DON'T REALLY ENJOY USING PUBLIC RESTROOMS, BUT I HAVE TO SINCE I'M VERY FAR AWAY FROM HOME SO I BETTER NOT EAT ANYTHING THAT UPSETS MY TUMMY.",cis man,straight/heterosexual ,Asian,Associate degree,No,University of California (UC)
R_3EWNv1iDh7GxKqi,,THE CLASSES I'M GOING TO TAKE AND HAVING A MORE FLEXIBLE SCHEDULE,SOCIALIZING WITH PEERS AND MATERIALS I'VE STRUGGLED WITH IN THE PAST SUCH AS MATH,prefer not to say,prefer not to say,Hispanic/Latinx,Did not complete high school,No,California Community College (CCC)
R_r26SJll1qyAaP8l,,"LIVING AWAY FROM HOME, MAKING NEW FRIENDS; THE THINGS I'M EXCITED IN ARE ALSO THE THINGS I'M SUPER SCARED AND NERVOUS ABOUT",ADJUSTING TO LIVING WITH PEOPLE THAT'S NOT MY FAMILY,cis woman,straight/heterosexual ,Asian,Did not complete high school,No,University of California (UC)
R_VLo4b7auR22GeLn,,I’M SO EXCITED ABOUT EVERYTHING NEW EXPERIENCE NEW FRIENDSHIPS BUT MOST IMPORTANTLY TO START MY CAREER I’VE ALWAYS WANTED,THE TRANSPORTATION IS GOING TO BE A BIG CHALLENGE,cis woman,straight/heterosexual ,Hispanic/Latinx,Don't know,No,California Community College (CCC)
R_OwKJAPiMRw9XUaZ,,GETTING ABLE TO PURSUE MY GOALS AFTER,"MANAGING TIME, MONEY, AND ANYTHING ELSE IN LIFE.",cis man,straight/heterosexual ,Hispanic/Latinx,Did not complete high school,No,California Community College (CCC)
R_3F2riQWJoMFdTip,,MEETING NEW PEOPLE AND HOPEFULLY CREATING A GOOD NETWORK FOR MY FUTURE CAREER. ALSO TRYING TO BALANCE COLLEGE WORK WITH INTERPERSONAL RELATIONSHIPS AND TRYING TO MAINTAIN PAST RELATIONSHIPS WHILE CREATING NEW ONES IN COLLEGE.,SAID INTERPERSONAL RELATIONSHIPS OF THE PAST DETERIORATED OR THEM LEAVING ME TOO SOON AND ME FALLING INTO A STUMP DURING SCHOOL. OR JUST COMPLETING MY COLLEGES WORK. ( THE SCHOOL IS TOUTED FOR BURNING PEOPLE OUT AND SENDING SOME TO THERAPY... ),nonbinary,gay or lesbian,Other,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,Private four-year college/university in California
R_1eCXaoJtlRZmG80,,MEETING NEW PEOPLE,MEETING NEW PEOPLE,cis man,straight/heterosexual ,American Indian/Alaskan Native,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",No,University of California (UC)
R_3nVjooMpA9DsRxD,,JUST WISH I COULD GOT OFF THE WAITLIST FOR UC DAVIS. ALL OF MY FAMILY ARE STRESSED OUT.,CLASS AND TIME MANAGEMENT,cis woman,straight/heterosexual ,Asian,Did not complete high school,No,California Community College (CCC)
R_6Dpt5DNv1DTZHLb,,I'M MOST EXCITED TO CONTINUE MY EDUCATION AND ACHIEVE MY DEGREE AS I AM FIRST GEN. AND I'M ALSO PRETTY EXCITED AND HOPEFUL OF MAKING NEW FRIENDS AT COLLEGE.,MANAGING MY SCHOOL TIME GIVEN THE HEAVIER WORK LOAD IN COLLEGE.,cis woman,straight/heterosexual ,Hispanic/Latinx,"Some college, no college degree",Yes,California State University (CSU)
R_1eIuKLyJjSAUQ1t,,N/A,NOT BEING ABLE TO HAVE A JOB AND STUDY AT THE SAME TIME.,cis woman,straight/heterosexual ,Asian,High school diploma,No,California Community College (CCC)
R_ve5OgWr5KHOWihH,,I AM MOST EXCITED TO LEARN AND LIVE MY LIFE.,I BELIEVE SOCIALIZING AND TIME WILL BE MY BIGGEST CHALLENGE I WILL FACE IN COLLEGE.,cis man,straight/heterosexual ,Hispanic/Latinx,Did not complete high school,No,California Community College (CCC)
R_3PaujXNcYmIyEYI,,I JUST EXCITED TO BE ABLE TO GO.,THE MONEY PART.,nonbinary,asexual/aromantic/demisexual,Hispanic/Latinx,Don't know,Yes,California State University (CSU)
R_2whk4sq8KeOBEs3,,"I’M EXCITED TO LEARN SO MUCH MORE THINGS, AND JUST TO HAVE AN OVERALL AMAZING EXPERIENCE.",,cis man,straight/heterosexual ,Hispanic/Latinx,Did not complete high school,No,California State University (CSU)
R_2e4IKomGz2QcXTy,,"THE INDEPENDENT STYLE OF SCHOOLING, DOING SCHOOL TOWARDS MY FUTURE CAREER, AND THE NEW SCHOOL OR NEW SOCIAL ASPECT.","FIGURING OUT THE MOST EFFICIENT WAY TO BALANCE MY TIME, AND THE BEST WAY TO STUDY.",cis woman,straight/heterosexual ,Hispanic/Latinx,Bachelor's degree,Yes,California Community College (CCC)
R_Yawd7btEJyIIOXf,,EXPERIENCING A NEW ENVIRONMENT UNDER THE TUTELAGE OF PROFESSORS WHO ARE COMMITTED TO MY ACADEMIC SUCCESS UPON THE FOUNDATION OF TRUE EQUITY.,BALANCING SELF CARE AND ACADEMIC EXCELLENCE WITHOUT THE DAILY SUPPORT OF MY FAMILY. LIVING AWAY FROM HOME WILL BE A GREAT ADJUSTMENT.,cis man,straight/heterosexual ,Black/African American,Bachelor's degree,Yes,College outside of California
R_24ek7rbZKAXtsIl,,BEING IN A NEW ENVIRONMENT T THAT ALLOWS TO GROW PERSONALLY AND ACADEMICALLY,I BELIEVE THAT THE BIGGEST CHALLENGE WILL BE ADJUSTING TO THE DIFFERENT CLASS SCHEDULE. AS WELL AS FINDING A HEALTHY BALANCE IN THE ACTIVITIES AND CLASSES I CHOOSE TO PURSUE,cis woman,straight/heterosexual ,White/Non-Hispanic,Associate degree,Yes,University of California (UC)
R_V4qr5EaMW0frf6V,,LEARNING WHAT I LIKE,SCORING WELL IN WORK AND TESTS BECAUSE OF FOCUS,nonbinary,prefer not to say,Hispanic/Latinx,Did not complete high school,No,California Community College (CCC)
R_2dFLK30YqESTDxe,,,TRANSITION,cis woman,asexual/aromantic/demisexual,Hispanic/Latinx,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,California State University (CSU)
R_2SGkgFso7CNZwlH,,I’M EXCITED TO LEARN CAREER,I THINK IS ENGLISH BECAUSE IS MY 3TH LANGUAGE,cis man,straight/heterosexual ,Hispanic/Latinx,Don't know,No,"Vocational, technical, or career college in California"
R_1mxbg0DHlXP1fcA,,I’M EXCITED TO EXPLORE MY OPTIONS AND HAVE NEW OPPORTUNITIES PRESENTED TO ME. I WANT TO FIND OUT WHAT I’M MOST PASSIONATE ABOUT.,PUTTING MYSELF OUT THERE AND GET OUT OF MY COMFORT ZONE.,cis woman,straight/heterosexual ,Asian,Associate degree,No,California Community College (CCC)
R_u3q0MlS4Naal561,,LOOKING FORWARD TO A CHANGE AND TO NEW EXPERIENCES.,DEALING WITH STRESS AND NOT HAVING MY SUPPORT SYSTEM PHYSICALLY THERE.,cis man,straight/heterosexual ,White/Non-Hispanic,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,California State University (CSU)
R_22DNJ4f2X8XB2jo,,I'M EXCITED FOR THE NEW CHAPTER OF MY LIFE. I'M MOSTLY EXCITED TO START MY CAREER AND MEET NEW PEOPLE.,I THINK THE BIGGEST CHALLENGE I'LL FACE IN COLLEGE IS MY MENTAL HEALTH.,cis woman,straight/heterosexual ,Hispanic/Latinx,High school diploma,No,California State University (CSU)
R_2f1FxbcqwfcZKC5,,"NEW RELATIONSHIPS, LOCATION, VARIOUS RESEARCH/ACADEMIC/INTERN OPPORTUNITIES, INDEPENDENCE!",BEING 10 HOURS AWAY FROM HOME,cis woman,prefer not to say,Asian,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,University of California (UC)
R_2CDoei2PZSi8Pu9,,WHAT I’M MOST EXCITED ABOUT IS LOOKING FOR MY PASSION IN COLLEGE AND END NATURAL SCIENCES.,I THINK MY BIGGEST CHALLENGE IS BEING ORGANIZED AND ON TASK WITH MANAGING MY TIME.,cis man,straight/heterosexual ,Hispanic/Latinx,Associate degree,Yes,California State University (CSU)
R_3nGB5uo6hWk7tjd,,I AM MOST EXCITED TO WORK ON MY CAREER.,I THINK MY BIGGEST CHALLENGE IS KEEPING MY GRADES UP.,cis woman,straight/heterosexual ,Hispanic/Latinx,High school diploma,No,California Community College (CCC)
R_vHODgZ76yOnVgCB,,"I'M EXCITED ABOUT THE WHOLE NEW EXPERIENCE. ALTHOUGH MY LIFE HAS HAD TWISTS AND TURNS, I WOULD SAY I GREW UP SOMEWHAT SHELTERED SINCE I HAVEN'T NEEDED TO TAKE A JOB UNLIKE MOST MY PEERS. I HAVEN'T HAD MUCH SOCIAL-LIFE OUTSIDE OF SCHOOL. I'M EXCITED TO FIND WHAT I'LL LEARN AND IGNITES MY PASSION IN THE FUTURE. I HOPE TO MEET PEOPLE WHO EXAND MY POLITICS, LEARNING OF ORDINARY THINGS LIKE RENTING A PLACE OR DOING A JOB, AND FOOD. ^^","I BELIEVE THE BIGGEST CHALLENGE I'LL FACE IS THE ACCLIMATION TO INDEPENDENCY. I HAVE NEVER BEEN APART FROM MY FAMILY WHO RAISED ME. I HAVEN'T BALANCED A LIFE WITH WORK AND SCHOOL BEFORE. I HAVEN'T BEEN ALONE TO FEND FOR MYSELF BEFORE, WHEN I'M SICK, OR WITH EXPENSES. I THINK I'LL BE SCARED BUT IT'S A STEP I'M WILLING TO STUMBLE THROUGH.",cis woman,bisexual/pansexual/omnisexual,Hispanic/Latinx,Bachelor's degree,No,University of California (UC)
R_2OVBSAONPQ6Msn5,,I AM MOST EXCITED TO SEE THE CAMPUS AND HOPEFULLY SEE MY HIGH SCHOOL FRIENDS THERE ALSO.,I THINK THE BIGGEST CHALLENGE I'LL FACE IN COLLEGE IS NOT BEING ABLE TO TURN IN ASSIGNMENTS ON TIME AND ENGLISH.,cis woman,straight/heterosexual ,Hispanic/Latinx,Did not complete high school,No,California Community College (CCC)
R_1IYsbcDvTHeKimu,,I'M EXCITED TO EXPERIENCE SOMETHING NEW AND THE IDEA OF A FRESH START AND MAKING NEW FRIENDS. I AM VERY EXCITED TO BUY MY DORM STUFF AND DECORATE IT AND MAKE IT LOOK HOW I ALWAYS IMAGINED MY DORM TO LOOK LIKE. I AM ALSO EXCITED FOR COLLEGE GAMES LIKE FOOTBALL AND SOCCER I AM EXCITED TO WATCH. I ALSO REALLY LIKED THE COLLEGE CAMPUS AND I'M EXCITED TO WALK AROUND AND EXPLORE MORE.,THE BIGGEST CHALLENGE I THINK I WILL FACE IN COLLEGE IS ADAPTING TO COLLEGE CLASSES. I ALSO THING THE BIGGEST CHALLENGE FOR ME WILL BE LIVING AWAY FROM MY FAMILY AND NOW HAVING THEIR SUPPORT CLOSE TO ME.,cis woman,straight/heterosexual ,Hispanic/Latinx,Did not complete high school,No,California State University (CSU)
R_rkypXkQjeK97i2B,,I’M VERY EXCITED TO START MY CAREER PATH. I CAN’T WAIT TO BE A TRAVEL NURSE I KNOW IT WILL BE HARD BUT I’M DETERMINED TO STAY STRONG AND FACE THROUGH CHALLENGES AND GRADUATE!,PROBABLY CHEMISTRY AND OTHER HARD CLASSES,cis woman,straight/heterosexual ,Hispanic/Latinx,Did not complete high school,No,California Community College (CCC)
R_3HS6JFEady87zkk,,I AM EXCITED OF HAVING MORE TIME TO DO OTHER THINGS BESIDES SCHOOL. I WILL BE TAKING MOSTLY ONLINE CLASSES WHICH GIVES ME MORE TIME,MANGAGING EVERY CLASS AND ALSO HAVING WORK ASSIGNED TO YOU WITH MINIMUM HELP,cis woman,straight/heterosexual ,Other,Associate degree,Yes,California Community College (CCC)
R_33qc7zAX63joTc4,,FINDING MY ACADEMIC PURPOSE,LACK OF MOTIVATION. SCARED OF NOT BEING ABLE TO BALANCE WORK AND SCHOOL,cis woman,straight/heterosexual ,Hispanic/Latinx,Did not complete high school,No,California Community College (CCC)
R_URefTSpzRSGXfuV,,THAT I’M PLANNING MY FUTURE AND I’M EXCITED ON WHAT I WANT TO BECOME,EXAMS,cis woman,prefer not to say,Hispanic/Latinx,High school diploma,No,California Community College (CCC)
R_83b0aJQCS7r3Enn,,STARTING A NEW CHAPTER AND LEARNING. I’M NERVOUS.,UNDERSTANDING THE TEACHERS IT’S NOT GOING TO BE LIKE HIGH SCHOOL. I’M AUTISTIC AND I’M NERVOUS I WON’T BE ABLE TO ASK QUESTION OR ASK FOR HELP WHEN I NEED IT.,cis man,straight/heterosexual ,Hispanic/Latinx,"Some college, no college degree",Yes,California Community College (CCC)
R_2zVhttqLXt00gDY,,"I AM MOST EXCITED ABOUT MOVING TO AND LEARNING IN A NEW ENVIRONMENT, WITH NEW TEACHERS, STUDENTS, CLASSROOMS, AND ACTIVITIES. I AM MOSTLY EXCITED ABOUT MANY OF THE PERKS THAT COMES WITH BEING IN THE COLLEGE THAT I AM PLANNING TO ATTEND, SUCH AS AN EQUESTRIAN CENTER, BEAUTIFUL CAMPUS, ADVANCED LEARNING EQUIPMENT, AND ALL-ENCOMPASSING FITNESS CENTER. MOREOVER, I AM EXCITED TO SHARE THESE NEW EXPERIENCES WITH A CLOSE FRIEND WITH WHOM I WILL BE ATTENDING THE COLLEGE.",I THINK THE BIGGEST CHALLENGE WILL BE LEARNING TO BE INDEPENDENT BECAUSE I AM SO USED TO DEPENDING ON FAMILY MEMBERS TO TAKE CARE OF ME AND PROVIDE FOR ALL OF MY PHYSICAL NEEDS. IT WILL BE A CHALLENGE TO BALANCE SCHOOL WORK ALONG WITH ALL OF THE RESPONSIBILITIES INVOLVED IN TAKING CARE OF MYSELF AND CONSIDERING THE NEEDS OF MY ROOMMATE.,cis woman,straight/heterosexual ,Asian,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",No,University of California (UC)
R_3iEmeXujznRDHIl,,GROWING IN THE EDUCATION I WILL RECEIVE AND SEE WHO THE PERSON I WILL BE COME THROUGHOUT COLLEGE,GETTING USE TO A NEW ENVIRONMENT OF EDUCATION… DEADLINES AND NEW SCHEDULES,cis woman,straight/heterosexual ,White/Non-Hispanic,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,Private four-year college/university in California
R_3g7zlONUEWbj8yV,,HAVING NEW EXPERIENCES AND LEARNING MORE ABOUT MYSELF.,I’M NOT SURE,cis woman,prefer not to say,Hispanic/Latinx,Did not complete high school,No,California State University (CSU)
R_1ODIRNWHQ3NMZ1E,,A MORE RELAXED MATURE ENVIRONMENT,ANY LONG ESSAYS/RESEARCH PAPERS,cis woman,straight/heterosexual ,Hispanic/Latinx,"Some college, no college degree",Yes,Private four-year college/university in California
R_1iqZcUsWmggFLXe,,BEING BY MYSELF,FINDING FRIENDS,cis woman,straight/heterosexual ,White/Non-Hispanic,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,California State University (CSU)
R_4SMjlM350nFGOR3,,OPPORTUNITIES TO MEET NEW PEOPLE AND CAREER OPPORTUNITIES,AFFORDABILITY,cis man,straight/heterosexual ,Hispanic/Latinx,Bachelor's degree,Yes,College outside of California
R_O9dQa8rlC1NXiFP,,"I REALLY WANT TO JOIN UC DAVIS AND I'M VERY EXCITED TO BE ACCEPTED! IM EXCITED ABOUT THE LEARNING PROGRAM, THE PEOPLE, THE CLASSES, AND JUST BEING APART OF THE COMMUNITY!",THE BIGGEST CHALLENGE I THINK ILL FACE DURING COLLEGE IS PROBABLY THE NUMBER OF CLASSES SINCE I WANT TO BE AN EARLY GRADUATE.,cis woman,straight/heterosexual ,Other,Bachelor's degree,Yes,California Community College (CCC)
R_31iRsoFwd3Mn09n,,FURTHERING MY EDUCATION TO BECOME A GYNECOLOGIST,FINANCIAL AID,cis woman,bisexual/pansexual/omnisexual,Hispanic/Latinx,High school diploma,No,University of California (UC)
R_2WCibHunM2cc5sX,,IN PERSON LEARNING,ACADEMICS,nonbinary,prefer not to say,Hispanic/Latinx,"Some college, no college degree",Yes,California Community College (CCC)
R_W20TBVJvLgLbWjD,,DIESEL MECHANICS PROGRAM IS REALLY EXCITING,,cis man,straight/heterosexual ,Hispanic/Latinx,Did not complete high school,No,California Community College (CCC)
R_AdPqlI5UZk2Wn4t,,I WOULD SAY MEETING NEW PEOPLE & LEARNING NEW SKILL SETS.,TIME & SCHEDULING,cis man,straight/heterosexual ,Black/African American,Bachelor's degree,Yes,California Community College (CCC)
R_2Vn1dl6bmezVmCo,,BEING ABLE TO SOCIALIZE AND MAKE NEW FRIENDS.,KEEPING UP WITH ALL MY CLASSES.,cis woman,prefer not to say,Hispanic/Latinx,High school diploma,No,California Community College (CCC)
R_5tGdsDz41BsJFZv,,I’LL HAVE LESS CLASSES EACH DAY,THE FINALS AND MIDTERMS,cis woman,straight/heterosexual ,Hispanic/Latinx,High school diploma,No,California Community College (CCC)
R_3DBGbxy776DckQ9,,"HAVING A FRESH START, BEING MORE EXTROVERTED AND MEETING NEW PEOPLE",TIME MANAGEMENT,cis woman,straight/heterosexual ,Hispanic/Latinx,High school diploma,No,California State University (CSU)
R_2Sc101FV9AjCzY0,,SEEING HOW MUCH CHANGES AROUND ME.,"BEING ABLE TO AFFORD CERTAIN THINGS, BALANCING MY RELATIONSHIP AS WELL AS OBTAINING A JOB. OF COURSE, THE WORRY OF BEING SUCCESSFUL.",cis woman,straight/heterosexual ,Hispanic/Latinx,Did not complete high school,No,California State University (CSU)
R_3PawbcvVlQcnV8E,,I’M MOST EXCITED ABOUT ALL THE NEW OPPORTUNITIES THAT WILL BE AVAILABLE TO ME AND ALL THE NEW CONNECTIONS I WILL FORM WITH STUDENTS AND STAFF,SCHOOL WORK AND HAVING MOTIVATION,cis man,gay or lesbian,Hispanic/Latinx,Did not complete high school,No,California Community College (CCC)
R_2q9r7Dgs9XQweSX,,IM LOOKING FORWARD TO IMPROVING MYSELF AS A PERSON I DON'T WANT TO DO WHAT I DID IN HIGH SCHOOL LIKE SLACK OFF. I WANT TO BUILD A FUTURE FOR MYSELF WHILE ALSO TAKING IN MY INTERESTS AND MAJORING IN SOMETHING I LOVE,I HAVE TO GET A JOB AND BALANCE SCHOOL WHILE ALSO PICKING UP MY BROTHERS FROM SCHOOL SO ITS GONNA BE HARD FOR ME.,cis woman,straight/heterosexual ,Hispanic/Latinx,High school diploma,No,California Community College (CCC)
R_OEi7Hq9hwn54he9,,IM MOST EXCITED ABOUT MEETING NEW PEOPLE,DEFINITELY NOT SEEING MY FRIENDS EVERYDAY,cis woman,straight/heterosexual ,Hispanic/Latinx,Don't know,No,California Community College (CCC)
R_2y9ibyu4clftz3y,,GRADUATING MAKING MONEY,HOMEWORK,cis man,straight/heterosexual ,Hispanic/Latinx,Bachelor's degree,No,California Community College (CCC)
R_3stWOqF4tbAOa0V,,I AM EXCITED TO START THE ADULT WORLD AND START A NEW EXPERIENCE.,THE BIGGEST CHALLENGE I WILL FACE IN COLLEGE IS STRUGGLING FINANCIALLY AND PAYING BILLS.,cis man,straight/heterosexual ,Hispanic/Latinx,Don't know,No,California Community College (CCC)
R_2c1uH7mHSOP3RjL,,I AM MOST EXCITED ABOUT MEETING NEW PEOPLE AND SEEING HOW DIFFERENT COLLEGE IS FROM HIGH SCHOOL.,,cis woman,straight/heterosexual ,Hispanic/Latinx,High school diploma,Yes,California Community College (CCC)
